"","spotify_id","name","artists","daily_rank","daily_movement","weekly_movement","country","snapshot_date","popularity","is_explicit","duration_ms","album_name","album_release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
"1694385","2sYFUcurlISdHlAsnYCEgD","Me Leva Pra Casa / Escrito Nas Estrelas / Saudade - Ao Vivo","Lauana Prado",9,-2,-5,"BR","2024-02-09",88,"False",265450,"Raiz Goiânia (Ao Vivo)","2023-10-12",0.629,0.805,9,-4.158,1,0.0452,0.242,0,0.556,0.589,124.041,4
"2013845","2q2cdTPrbgWSxLFFXjjaoO","Bí bí og blaka","Hafdís Huld",35,4,-7,"IS","2023-11-13",46,"False",123576,"Vögguvísur","2012-06-04",0.602,0.0242,0,-16.589,1,0.0426,0.952,0,0.105,0.29,96.834,4
"1040354","1bjeWoagtHmUKputLVyDxQ","Saturn","SZA",41,0,3,"AE","2024-08-10",89,"False",186191,"Saturn","2024-02-22",0.411,0.619,1,-6.834,1,0.0368,0.62,0,0.11,0.337,177.937,4
"2090316","2hHC2jw8qiE4IAPDGjU4Fu","Gelosa (feat. Shiva, Sfera Ebbasta, Guè)","Finesse, Shiva, Sfera Ebbasta, Guè",19,8,31,"IT","2023-10-23",78,"False",181611,"Gelosa (feat. Shiva, Sfera Ebbasta, Guè)","2023-02-24",0.726,0.672,7,-5.5,1,0.0704,0.0378,0,0.105,0.479,150.068,4
"22458","3sK8wGT43QFpWrvNQsrQya","DtMF","Bad Bunny",8,-1,-3,"PT","2025-06-05",97,"True",237117,"DeBÍ TiRAR MáS FOToS","2025-01-05",0.625,0.131,7,-27.405,0,0.0717,0.177,0.218,0.0807,0.032,136.02,4
"428048","3QaPy1KgI7nu9FJEQUgn6h","WILDFLOWER","Billie Eilish",26,21,24,"DE","2025-02-05",92,"False",261466,"HIT ME HARD AND SOFT","2024-05-17",0.467,0.247,6,-12.002,0,0.0431,0.612,0.000271,0.17,0.126,148.101,4
"612506","1SV1fxF65n9NhRHp3KlBuu","Wonderful Christmastime - Edited Version / Remastered 2011","Paul McCartney",20,4,25,"CA","2024-12-16",85,"False",227653,"McCartney II (Special Edition)","1980-05-16",0.773,0.511,11,-8.914,1,0.0324,0.322,0,0.0672,0.775,94.711,4
"1662007","4URabg9AGHasjFEVdTbWcC","Dalie (feat. Baby S.O.N)","Kamo Mphela, Tyler ICU, Khalil Harrison, Baby S.O.N",31,1,-9,"ZA","2024-02-17",72,"False",280424,"Dalie (feat. Baby S.O.N)","2023-10-11",0.831,0.568,1,-9.984,1,0.0515,5e-05,0.0901,0.122,0.16,113.009,4
"802262","1MB8kTH7VKvAMfL9SHgJmG","VAGABUNDO","Sebastian Yatra, Manuel Turizo, Beéle",45,5,-4,"ES","2024-10-14",78,"False",215600,"VAGABUNDO","2023-05-12",0.817,0.851,11,-3.309,0,0.0627,0.0351,0,0.232,0.886,127.019,4
"1548167","57wp7VFnV8X0pSVnYArGeJ","Whatever She Wants","Bryson Tiller",20,1,30,"AE","2024-03-22",89,"True",161342,"Whatever She Wants","2024-02-13",0.82,0.487,9,-7.358,0,0.0959,0.102,0,0.0803,0.431,96.028,4
"683388","5nFyfjGy6AMZqkW0OMUWJJ","Per due come noi","Olly, Angelina Mango, JVLI",2,0,0,"IT","2024-11-16",68,"False",212853,"TUTTA VITA","2024-10-25",0.584,0.616,10,-6.663,1,0.0764,0.462,0,0.0916,0.49,97.035,4
"1702245","559YUIWxUc8Mx4lsla13Ff","MODELITO","Mora, YOVNGCHIMI",19,0,-3,"VE","2024-02-06",84,"True",190496,"PARAÍSO","2022-11-03",0.711,0.752,7,-7.574,0,0.2,0.191,0.0106,0.338,0.528,145.047,4
"587461","27RYrbL6S02LNVhDWVl38b","Happy Xmas (War Is Over) - Remastered 2010","John Lennon, Yoko Ono",25,8,16,"","2024-12-22",87,"False",214333,"Signature Box","2010-10-05",0.321,0.64,2,-10.023,1,0.0324,0.28,0,0.718,0.414,146.172,3
"1807720","68Dni7IE4VyPkTOH9mRWHr","No Role Modelz","J. Cole",46,3,4,"AU","2024-01-09",91,"True",292799,"2014 Forest Hills Drive","2014-12-09",0.69,0.521,10,-8.492,0,0.339,0.324,0,0.0534,0.494,100.028,4
"234742","7MzmBmyI9KkyQJaPNLdtUi","17 år","Veronica Maggio",46,4,4,"SE","2025-03-30",62,"False",220520,"Och vinnaren är...","2008-01-01",0.76,0.675,1,-6.299,1,0.0254,0.244,8.42e-06,0.105,0.783,106.942,4
"1113230","331l3xABO0HMr1Kkyh2LZq","I Don't Wanna Wait","David Guetta, OneRepublic",17,3,1,"AT","2024-07-21",91,"False",149667,"I Don't Wanna Wait","2024-04-05",0.681,0.714,1,-4.617,0,0.0309,0.0375,0,0.232,0.554,129.976,4
"2046595","0YQJoDL6f46J0n1rOVkpxJ","Softly","Karan Aujla, Ikky",7,0,1,"IN","2023-11-04",84,"False",155161,"Making Memories","2023-08-18",0.735,0.564,8,-7.786,1,0.204,0.191,0,0.0791,0.902,92.986,4
"587209","1SV1fxF65n9NhRHp3KlBuu","Wonderful Christmastime - Edited Version / Remastered 2011","Paul McCartney",23,1,1,"BE","2024-12-23",88,"False",227653,"McCartney II (Special Edition)","1980-05-16",0.773,0.511,11,-8.914,1,0.0324,0.322,0,0.0672,0.775,94.711,4
"693978","5vNRhkKd0yEAg8suGBpjeY","APT.","ROSÉ, Bruno Mars",42,-3,-3,"IN","2024-11-13",97,"False",169917,"APT.","2024-10-18",0.777,0.783,0,-4.477,0,0.26,0.0283,0,0.355,0.939,149.027,4
"878459","22A9vU5ZK7nuwySBtwNZFT","Look into my eyes","Nancy Kwai",46,0,1,"HK","2024-09-23",53,"False",178085,"Look into my eyes","2023-09-22",0.648,0.44,6,-7.164,1,0.0351,0.8,0,0.145,0.243,144.998,4
"764158","4gJ3wfr72RA3vAdZV6uRYa","Pudra","Mgk666",37,-9,13,"RO","2024-10-24",41,"True",136000,"Turbo Orange","2024-10-20",0.718,0.722,1,-5.389,1,0.191,0.196,0,0.359,0.343,160.046,4
"707084","5G2f63n7IPVPPjfNIGih7Q","Taste","Sabrina Carpenter",5,1,0,"NZ","2024-11-09",94,"False",157279,"Short n' Sweet","2024-08-23",0.674,0.907,3,-4.086,1,0.064,0.101,0,0.297,0.721,112.964,4
"628972","4hH9eVrAzlKR0jbLmHUkPD","Soji","Wizkid",36,-5,14,"NG","2024-12-11",68,"False",158533,"Morayo","2024-11-22",0.867,0.595,7,-5.38,1,0.0867,0.0954,0.0282,0.0929,0.694,112.974,4
"395438","5Gis9Pxk7Cl9hAoV6rwj50","Parte & Choke (with Ryan Castro) - Remix","Jombriel, Ryan Castro, Alex Krack",16,-2,-1,"EC","2025-02-14",75,"True",218591,"Parte & Choke (with Ryan Castro) [Remix]","2025-01-23",0.726,0.62,5,-5.156,0,0.44,0.0214,0,0.273,0.913,117.303,5
"1377307","4xhsWYTOGcal8zt0J161CU","Lovin On Me","Jack Harlow",44,1,0,"NZ","2024-05-09",91,"True",138411,"Lovin On Me","2023-11-10",0.943,0.558,2,-4.911,1,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,4
"295133","45zLrK0668WQ5JFMyiYmCS","Interlude : Showtime","Jimin",42,-3,-31,"BG","2025-03-14",68,"False",78492,"MUSE","2024-07-19",0.786,0.836,4,-5.839,1,0.0633,0.558,0.444,0.684,0.921,92.002,4
"1018975","3tt9i3Hhzq84dPS8H7iSiJ","La Bachata","Manuel Turizo",12,5,7,"SV","2024-08-15",87,"False",162637,"2000","2023-03-17",0.835,0.679,7,-5.329,0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,4
"722258","06qMRF18gwbOYYbnP2du6i","Last Christmas - Single Version","Wham!",34,16,16,"IS","2024-11-05",63,"False",265960,"The Singles: Echoes from the Edge of Heaven","2023-07-07",0.733,0.598,2,-8.228,1,0.0278,0.212,3.71e-06,0.156,0.935,107.732,4
"355168","17phhZDn6oGtzMe56NuWvj","Lose Control","Teddy Swims",32,-1,-1,"IE","2025-02-25",86,"False",210688,"I've Tried Everything But Therapy (Part 1)","2023-09-15",0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,3
"1130862","7oQepKHmXDaPC3rgeLRvQu","Komet","Udo Lindenberg, Apache 207",49,-11,-9,"DE","2024-07-16",72,"False",167356,"Komet","2023-01-19",0.55,0.5,7,-5.779,0,0.045,0.285,0,0.116,0.351,115.016,4
"995939","7chTH3GBjjAyagf0SPCZDL","SI SABE FERXXO","Blessd, Feid",26,-1,-1,"CO","2024-08-22",76,"True",152500,"SI SABE","2024-01-25",0.726,0.831,8,-2.035,0,0.12,0.0139,3.71e-06,0.0891,0.489,95.997,4
"1845449","3Nqc7BFu9MmNmFRpDTC6vJ","Tu Buay","Valentino GRM, SMILE BEATS",13,-2,-1,"PA","2023-12-29",53,"False",138653,"Tu Buay","2023-09-11",0.628,0.696,9,-5.955,0,0.402,0.189,0,0.134,0.559,118.667,5
"186049","0doFYnqgcStWu1Emh8DTVo","Mauvais Garçon","Helena",40,10,-16,"FR","2025-04-13",65,"False",161453,"Hélé","2025-03-14",0.705,0.411,3,-7.7,0,0.102,0.465,0.0421,0.103,0.683,96.94,4
"192150","3xkHsmpQCBMytMJNiDf3Ii","Beautiful Things","Benson Boone",41,5,9,"NL","2025-04-11",92,"False",180304,"Fireworks & Rollerblades","2024-04-05",0.472,0.471,10,-5.692,1,0.0603,0.151,0,0.14,0.219,105.029,3
"2034671","2KslE17cAJNHTsI2MI0jb2","Standing Next to You","Jung Kook",4,0,46,"PK","2023-11-07",90,"False",206019,"GOLDEN","2023-11-03",0.711,0.809,2,-4.389,0,0.0955,0.0447,0,0.339,0.816,106.017,4
"360801","6AI3ezQ4o3HUoP6Dhudph3","Not Like Us","Kendrick Lamar",17,-1,-10,"SV","2025-02-23",92,"True",274192,"Not Like Us","2024-05-04",0.898,0.472,1,-7.001,1,0.0776,0.0107,0,0.141,0.214,101.061,4
"59901","27xkOIER6uDLKALIelHylZ","Don’t Say You Love Me","Jin",4,5,46,"GT","2025-05-26",89,"False",180716,"Echo","2025-05-16",0.729,0.562,8,-5.49,1,0.0304,0.484,0,0.105,0.757,111.976,4
"344455","6DmpM21b070AdtXm7Lc370","Strawberry","DESH",19,4,-3,"HU","2025-02-28",52,"True",162333,"Strawberry","2024-05-02",0.803,0.844,10,-5.375,0,0.318,0.176,0,0.154,0.632,90.17,4
"1733010","5yiB97NcBiPKfwRWGn8gzE","Среди сотен дорог","Кот Балу, Ulukmanapo, K-Chante",41,3,9,"KZ","2024-01-29",57,"False",152000,"Среди сотен дорог","2021-04-23",0.826,0.166,9,-15.641,0,0.158,0.772,0.00766,0.184,0.306,99.996,4
"828401","5DSMm0BZXlSvqArsTX00Ge","DOCTOR","Luck Ra, Nicki Nicole",35,2,-9,"BO","2024-10-07",78,"False",144148,"DOCTOR","2024-08-29",0.651,0.762,9,-2.969,1,0.0315,0.0834,0,0.0701,0.721,90.989,4
"128085","221eHga9f9Ne4f8D7WVgPT","Mystical Magical","Benson Boone",38,12,12,"IE","2025-05-07",85,"False",165746,"Mystical Magical","2025-04-24",0.671,0.697,11,-3.851,1,0.116,0.19,0,0.393,0.848,119.867,4
"1136597","2yzshFeBIwH8tWIqHEFLeD","un x100to","Grupo Frontera, Bad Bunny",34,3,0,"NI","2024-07-14",79,"False",194563,"El Comienzo","2023-08-25",0.571,0.72,9,-4.089,1,0.0458,0.213,0,0.271,0.542,83.827,4
"775430","3xkHsmpQCBMytMJNiDf3Ii","Beautiful Things","Benson Boone",10,0,-2,"NZ","2024-10-21",89,"False",180304,"Fireworks & Rollerblades","2024-04-05",0.472,0.471,10,-5.692,1,0.0603,0.151,0,0.14,0.219,105.029,3
"744060","4o3KjIcDPZ2ReW2b94htYD","Thank You Postman","陳卓賢 Ian",37,1,5,"HK","2024-10-30",57,"False",179133,"Thank You Postman","2024-04-24",0.667,0.65,8,-7.396,1,0.0872,0.621,0,0.108,0.364,131.936,4
"1536423","1UTeDUAusifkVapsAZxbSc","Tak For Sidst","Gobs",23,0,-6,"DK","2024-03-25",58,"False",155511,"MELLEM HIMMEL & JORD","2024-02-02",0.813,0.616,7,-4.5,1,0.218,0.0868,0,0.115,0.693,134.948,4
"1560569","7MaM9JVq1UXAGZQ4JFNXMg","Big Big Things (feat. Kizz Daniel & Seyi Vibez)","Young Jonn, Kizz Daniel, Seyi Vibez",11,39,0,"NG","2024-03-18",66,"False",180530,"Big Big Things (feat. Kizz Daniel & Seyi Vibez)","2024-02-23",0.723,0.797,10,-7.296,1,0.129,0.0806,0,0.185,0.362,113.041,4
"1832999","4f0aDk7HX37SfzerfznYlr","Lapada Dela - Ao Vivo","Grupo Menos É Mais, Matheus Fernandes",8,2,2,"BR","2024-01-02",85,"False",159322,"Confia (Ao Vivo)","2023-01-20",0.691,0.752,4,-6.796,0,0.157,0.708,6.07e-06,0.912,0.684,167.073,4
"1749259","3bEbRxixvEVlEVIgvepXcg","Пистолет","Medi, Azis",40,10,10,"BG","2024-01-25",49,"False",167210,"Пистолет","2022-07-20",0.515,0.911,0,-5.225,0,0.315,0.231,0,0.367,0.553,184.175,4
"430224","3be9ACTxtcL6Zm4vJRUiPG","blue","yung kai",2,0,0,"MY","2025-02-04",89,"False",214357,"blue","2024-08-02",0.746,0.317,4,-11.982,1,0.0342,0.933,0.0186,0.121,0.585,97.49,3
"287241","2ozSogNm6z9G2Uv6a9iji4","Te Va A Doler","Maelo Ruiz",50,0,0,"EC","2025-03-16",75,"False",292920,"En Tiempo De Amor","2003-10-27",0.606,0.839,8,-4.39,1,0.0456,0.404,0,0.27,0.727,177.668,4
"43640","4gqiqccm2NNQcdIUkEDEiM","BİTMİYOR","Ben Fero",40,-3,-11,"TR","2025-05-30",77,"True",204631,"BİTMİYOR","2023-06-23",0.742,0.719,8,-7.021,1,0.355,0.192,0,0.183,0.314,190,4
"956283","3ovTEUMYEoiT8ikEMVXBmS","Lilien","AYLIVA",20,-4,3,"AT","2024-09-02",73,"False",160983,"In Liebe","2024-08-16",0.862,0.549,1,-6.635,1,0.0632,0.243,0.000117,0.122,0.415,119.989,4
"419326","5TFD2bmFKGhoCRbX61nXY5","NUEVAYoL","Bad Bunny",4,0,-1,"NI","2025-02-07",94,"False",183685,"DeBÍ TiRAR MáS FOToS","2025-01-05",0.142,0.195,6,-20.024,1,0.139,0.265,0.995,0.204,0.12,137.922,4
"2091980","2FiJGvN3fiXMwms9IftNV0","LiEBE AUF DER RÜCKBANK","FiNCH, Tream",33,-5,17,"AT","2023-10-23",72,"False",188520,"DORFDiSKO ZWEi","2023-06-01",0.692,0.732,8,-6.017,1,0.145,0.267,0,0.253,0.628,154.881,4
